index,cid,PBS,smiles,CoPriNet,NBS,Experimental,RO5,RO3,1st closest,2d closest,3d closest
13791,Z4302189139,1.0,CCNC(=O)N1CCN(C(=O)C2=C(C3=CC=CC=C3)SN=N2)CC1,3.62882089614868,0.982638888888889,False,True,False,5S9C,5S8Y,5S8R
22675,Z2478362281,1.0,"CS[C@@H]1CCCC[C@H]1NC(=O)N1CCN(C(=O)C2=CC=C(C)S2)CC1 |&1:2,7|",3.63396978378296,0.9791666666666667,False,True,False,5S97,5S92,5S94
29910,Z562583370,1.0,O=C(NCCCN1C=CC=CC1=O)N1CCN(C(=O)C2=COC=C2)CC1,3.63602185249329,0.9791666666666667,False,True,False,5S8Y,5S8R,5S9C
19795,Z4035771289,1.0,CN1C=CC=C1C(=O)N1CCN(C(=O)NC2CC(=C3CCC3)C2)CC1,3.6365008354187,0.9861111111111112,False,True,False,5S9C,5S8Z,5S8V
43773,Z3079946442,0.875,"O=C(C1=CC(N[C@@H]2C[C@H]2CO)=CC=N1)N1CCCCC1 |&1:6,8|",3.63903188705444,0.9791666666666667,False,True,False,5S8Z,5S8Y,5S9C
27267,Z4088241259,1.0,CC1=CN=C(C(=O)N2CCCN(C(=O)NC3=CC=CC=C3)CC2)C(O)=C1,3.63979387283325,0.9861111111111112,False,True,False,5S8S,5S8W,5S8U
108,Z4447549733,1.0,CNC(=O)N1CCN(C(=O)C2=CC=NC3=C2CNC3)CC1,3.64257121086121,0.9861111111111112,False,True,False,5S9C,5S8V,5S91
34994,Z4110649774,1.0,"O=C(NC[C@@H]1C[C@H]1[N+](=O)[O-])N1CCN(C(=O)C2=CC=C(F)C(F)=C2)CC1 |&1:4,6|",3.64284801483154,0.982638888888889,False,True,False,5S93,5S9A,5S95
39981,Z4423354417,1.0,CC1=CC=C(NC(=O)N2CCN(C(=O)C3=CC4=NSN=C4C=C3)CC2)C=C1,3.64501214027405,0.9895833333333334,False,True,False,5S8S,5S8W,5S8U
34366,Z2032861080,1.0,CC1=CC=CC(NC(=O)N2CCN(C(=O)C3=C(C4CC4)[NH]C=C3)CC2)=C1,3.6467170715332,0.9861111111111112,False,True,False,5S8S,5S8W,5S8U
26116,Z1278374793,1.0,CC1=CC=C(C(=O)N2CCN(C(=O)NC3=NOC(C(C)C)=C3)CC2)S1,3.64836192131042,0.9791666666666667,False,True,False,5S94,5S9E,5S8T
715,Z1331670107,1.0,CNC(=O)N1CCN(C(=O)C2=C(C3=CC=CO3)OC=N2)CC1,3.64877247810364,0.9861111111111112,False,True,False,5S8Z,5S8Y,5S9C
11342,Z1425794662,1.0,CCNC(=O)N1CCN(C(=O)C2=CC=C(C3=CC=CO3)O2)CC1,3.65321230888367,0.9791666666666667,False,True,False,5S8Y,5S8R,5S9C
40938,Z3298059275,0.9375,CNC(=O)N1CCN(C(=O)C2=CS(=O)(=O)CCC2)CC1,3.6537401676178,0.9861111111111112,False,True,False,5S9D,5S94,5S8Z
42137,Z2016639321,0.9375,CNC(=O)N1CCN(C(=O)C2=C[NH]N=C2[N+](=O)[O-])CC1,3.65751791000366,0.9895833333333334,False,True,False,5S9D,5S94,5S95
9370,Z4110650102,1.0,"O=C(NC[C@@H]1C[C@H]1[N+](=O)[O-])N1CCN(C(=O)C2=CSC=C2)CC1 |&1:4,6|",3.66372537612915,0.9791666666666667,False,True,False,5S9D,5S8Y,5S9C
9388,Z4113668239,1.0,"O=C(NC[C@@H]1C[C@H]1[N+](=O)[O-])N1CCN(C(=O)C2=CC=CS2)CC1 |&1:4,6|",3.66480040550232,0.9791666666666667,False,True,False,5S8R,5S8Y,5S9C
10366,Z281434962,1.0,CCNC(=O)N1CCN(C(=O)C2=C(Cl)C3=C(C)C=CC=C3S2)CC1,3.66968703269958,0.982638888888889,False,True,False,5S94,5S95,5S97
5028,Z3658747878,1.0,C=C1CC1CNC(=O)N1CCN(C(=O)C2=CC=CN2C)CC1,3.67029404640198,0.9895833333333334,False,True,False,5S94,5S8Y,5S9C
36726,Z2225312415,1.0,O=C(NC1=CC(C(F)(F)F)=CC=C1)N1CCN(C(=O)C2=CN3C(=O)[NH]N=C3C=C2)CC1,3.67534112930298,0.9791666666666667,False,True,False,5S8S,5S8W,5S8U
5287,Z486028428,1.0,O=C(NCCSCC1=CSC=C1)N1CCN(C(=O)C2=CC=CC=C2)CC1,3.67637157440186,0.9791666666666667,False,True,False,5S9D,5S92,5S90
35738,Z3472234722,1.0,COCC1=CC=C(C(=O)N2CCN(C(=O)NC3=CC=C(Cl)C=C3)CC2)[NH]1,3.67643928527832,0.982638888888889,False,True,False,5S8U,5S8S,5S8W
13945,Z2854876028,1.0,CS(=O)(=O)[C@H]1C[C@H](NC(=O)N2CCN(C(=O)C3=CC=CO3)CC2)C1,3.67875647544861,0.9791666666666667,False,True,False,5S8R,5S8Z,5S8V
32673,Z1324925306,1.0,CN(C)C1=NC=NC2=C1C=C(C(=O)N1CCN(C(=O)NC3=CC=C(F)C=C3)CC1)N2C,3.68015456199646,0.9791666666666667,False,True,False,5S8U,5S8S,5S8W
42719,Z44586131,0.875,CCNC(=O)N1CCN(C2=CC=CC=C2)CC1,3.68307709693909,0.9895833333333334,False,True,False,5S92,5S94,5S8R
43278,Z4137203384,0.875,CC(C)CC1=CC=C(C(=O)N2CCN(C)CC2)C=N1,3.68334317207336,0.9791666666666667,False,True,False,5S8R,5S9D,5S8V
44998,Z2436550215,0.875,CCCONC(=O)N1CCN(C2=CC=CC=C2)CC1,3.68882441520691,0.9895833333333334,False,True,False,5S8R,5S8U,5S8V
28201,Z4491104600,1.0,CS(=O)(=O)C1CC(CNC(=O)N2CCN(C(=O)C3=CC=CC=C3)CC2)C1,3.69211602210999,0.982638888888889,False,True,False,5S8Y,5S9C,5S94
34009,Z2872076537,1.0,O=C(NCC1C2(CC2)C12CC2)N1CCN(C(=O)C2=CC=C(O)C=C2)CC1,3.69528841972351,0.9791666666666667,False,True,False,5S8Y,5S9C,5S94
40536,Z3139923315,1.0,CC1=CC=CC(C(=O)N2CCCN(C(=O)NCC(C)(C)C3=CCOCC3)CC2)=C1,3.6979877948761,0.9791666666666667,False,True,False,5S90,5S94,5S92
10850,Z2269937615,1.0,CNC(=O)N1CCN(C(=O)C2=CC=C3OC(F)(F)OC3=C2C)CC1,3.70016431808472,0.982638888888889,False,True,False,5S94,5S97,5S9E
39894,Z1816052154,1.0,O=C(NCCC1CS(=O)(=O)C1)N1CCN(C(=O)C2=CC=C(Br)C=C2)CC1,3.70943880081177,0.982638888888889,False,True,False,5S97,5S9A,5S95
